device;ano-mes;sensor;valor_maximo;valor_medio;valor_minimo
Caxias - UBS São José (05);2024-05;ruido;;;
Caxias - UBS São José (05);2024-05;temperatura;;;
Caxias - UBS São José (05);2024-05;umidade;;;
Gramado - Prefeitura (22);2024-05;eco2;;;
Gramado - Prefeitura (22);2024-05;etvoc;;;
Gramado - Prefeitura (22);2024-05;luminosidade;;;
Gramado - Prefeitura (22);2024-05;ruido;;;
Gramado - Prefeitura (22);2024-05;temperatura;;;
Gramado - Prefeitura (22);2024-05;umidade;;;
Sao Chico - Antiga Seplan (16);2024-05;eco2;;;
Sao Chico - Antiga Seplan (16);2024-05;etvoc;;;
Sao Chico - Antiga Seplan (16);2024-05;luminosidade;;;
Sao Chico - Antiga Seplan (16);2024-05;ruido;;;
Sao Chico - Antiga Seplan (16);2024-05;temperatura;;;
Sao Chico - Antiga Seplan (16);2024-05;umidade;;;
São Chico - Biblioteca Pública (20);2024-05;eco2;;;
São Chico - Biblioteca Pública (20);2024-05;etvoc;;;
São Chico - Biblioteca Pública (20);2024-05;luminosidade;;;
São Chico - Biblioteca Pública (20);2024-05;ruido;;;
São Chico - Biblioteca Pública (20);2024-05;temperatura;;;
São Chico - Biblioteca Pública (20);2024-05;umidade;;;
São Chico - Escola (21);2024-05;eco2;;;
São Chico - Escola (21);2024-05;etvoc;;;
São Chico - Escola (21);2024-05;luminosidade;;;
São Chico - Escola (21);2024-05;ruido;;;
São Chico - Escola (21);2024-05;temperatura;;;
São Chico - Escola (21);2024-05;umidade;;;
sirrosteste_UCS_AMV-01;2024-05;eco2;;;
sirrosteste_UCS_AMV-01;2024-05;etvoc;;;
sirrosteste_UCS_AMV-01;2024-05;luminosidade;;;
sirrosteste_UCS_AMV-01;2024-05;ruido;;;
sirrosteste_UCS_AMV-01;2024-05;temperatura;;;
sirrosteste_UCS_AMV-01;2024-05;umidade;;;
sirrosteste_UCS_AMV-04;2024-05;eco2;;;
sirrosteste_UCS_AMV-04;2024-05;etvoc;;;
sirrosteste_UCS_AMV-04;2024-05;luminosidade;;;
sirrosteste_UCS_AMV-04;2024-05;ruido;;;
sirrosteste_UCS_AMV-04;2024-05;temperatura;;;
sirrosteste_UCS_AMV-04;2024-05;umidade;;;
sirrosteste_UCS_AMV-05;2024-05;eco2;1194.0;48.051;0.0
sirrosteste_UCS_AMV-05;2024-05;etvoc;2225.0;619.412;400.0
sirrosteste_UCS_AMV-05;2024-05;luminosidade;3601.3;316.814;0.0
sirrosteste_UCS_AMV-05;2024-05;ruido;112.5;72.459;48.8
sirrosteste_UCS_AMV-05;2024-05;temperatura;31.8;15.304;4.9
sirrosteste_UCS_AMV-05;2024-05;umidade;96.6;83.14;39.1
sirrosteste_UCS_AMV-06;2024-05;eco2;20.0;20.0;20.0
sirrosteste_UCS_AMV-06;2024-05;etvoc;403.0;403.0;403.0
sirrosteste_UCS_AMV-06;2024-05;luminosidade;780.8;53.115;0.4
sirrosteste_UCS_AMV-06;2024-05;ruido;120.0;81.79;55.9
sirrosteste_UCS_AMV-06;2024-05;temperatura;29.0;18.115;7.0
sirrosteste_UCS_AMV-06;2024-05;umidade;99.9;91.2;45.5
sirrosteste_UCS_AMV-07;2024-05;eco2;1166.0;96.787;0.0
sirrosteste_UCS_AMV-07;2024-05;etvoc;2211.0;825.9;400.0
sirrosteste_UCS_AMV-07;2024-05;luminosidade;1329.1;14.832;0.0
sirrosteste_UCS_AMV-07;2024-05;ruido;109.7;56.626;39.2
sirrosteste_UCS_AMV-07;2024-05;temperatura;21.7;15.527;11.5
sirrosteste_UCS_AMV-07;2024-05;umidade;86.8;70.903;58.8
sirrosteste_UCS_AMV-08;2024-05;eco2;1186.0;24.585;0.0
sirrosteste_UCS_AMV-08;2024-05;etvoc;2220.0;434.363;400.0
sirrosteste_UCS_AMV-08;2024-05;luminosidade;11770.7;559.882;0.0
sirrosteste_UCS_AMV-08;2024-05;ruido;120.0;78.496;49.4
sirrosteste_UCS_AMV-08;2024-05;temperatura;33.9;14.934;3.6
sirrosteste_UCS_AMV-08;2024-05;umidade;98.0;84.777;39.4
sirrosteste_UCS_AMV-09;2024-05;eco2;20.0;20.0;20.0
sirrosteste_UCS_AMV-09;2024-05;etvoc;403.0;403.0;403.0
sirrosteste_UCS_AMV-09;2024-05;luminosidade;25.1;0.465;0.0
sirrosteste_UCS_AMV-09;2024-05;ruido;100.6;81.498;45.3
sirrosteste_UCS_AMV-09;2024-05;temperatura;24.4;17.453;12.5
sirrosteste_UCS_AMV-09;2024-05;umidade;78.1;67.39;55.4
sirrosteste_UCS_AMV-10;2024-05;eco2;1193.0;264.97;0.0
sirrosteste_UCS_AMV-10;2024-05;etvoc;2225.0;998.561;400.0
sirrosteste_UCS_AMV-10;2024-05;luminosidade;119.2;11.622;0.0
sirrosteste_UCS_AMV-10;2024-05;ruido;120.0;72.693;47.4
sirrosteste_UCS_AMV-10;2024-05;temperatura;27.5;19.41;13.6
sirrosteste_UCS_AMV-10;2024-05;umidade;99.9;84.283;46.7
sirrosteste_UCS_AMV-11;2024-05;eco2;20.0;20.0;20.0
sirrosteste_UCS_AMV-11;2024-05;etvoc;403.0;403.0;403.0
sirrosteste_UCS_AMV-11;2024-05;luminosidade;7025.7;579.742;0.0
sirrosteste_UCS_AMV-11;2024-05;ruido;114.7;72.826;47.8
sirrosteste_UCS_AMV-11;2024-05;temperatura;24.6;16.854;16.6
sirrosteste_UCS_AMV-11;2024-05;umidade;99.8;97.645;72.4
sirrosteste_UCS_AMV-12;2024-05;eco2;;;
sirrosteste_UCS_AMV-12;2024-05;etvoc;;;
sirrosteste_UCS_AMV-12;2024-05;luminosidade;;;
sirrosteste_UCS_AMV-12;2024-05;ruido;;;
sirrosteste_UCS_AMV-12;2024-05;temperatura;;;
sirrosteste_UCS_AMV-12;2024-05;umidade;;;
sirrosteste_UCS_AMV-13;2024-05;eco2;1184.0;79.496;0.0
sirrosteste_UCS_AMV-13;2024-05;etvoc;2219.0;810.699;400.0
sirrosteste_UCS_AMV-13;2024-05;luminosidade;574.3;19.995;0.0
sirrosteste_UCS_AMV-13;2024-05;ruido;109.0;57.51;38.6
sirrosteste_UCS_AMV-13;2024-05;temperatura;21.8;15.758;11.9
sirrosteste_UCS_AMV-13;2024-05;umidade;82.5;69.657;60.1
sirrosteste_UCS_AMV-14;2024-05;eco2;;;
sirrosteste_UCS_AMV-14;2024-05;etvoc;;;
sirrosteste_UCS_AMV-14;2024-05;luminosidade;;;
sirrosteste_UCS_AMV-14;2024-05;ruido;;;
sirrosteste_UCS_AMV-14;2024-05;temperatura;;;
sirrosteste_UCS_AMV-14;2024-05;umidade;;;
sirrosteste_UCS_AMV-15;2024-05;eco2;46.0;15.621;0.0
sirrosteste_UCS_AMV-15;2024-05;etvoc;705.0;405.331;400.0
sirrosteste_UCS_AMV-15;2024-05;luminosidade;1129.2;91.008;0.0
sirrosteste_UCS_AMV-15;2024-05;ruido;120.0;78.519;53.2
sirrosteste_UCS_AMV-15;2024-05;temperatura;34.6;18.422;6.9
sirrosteste_UCS_AMV-15;2024-05;umidade;98.6;83.459;38.6
sirrosteste_UCS_AMV-16;2024-05;eco2;913.0;89.122;0.0
sirrosteste_UCS_AMV-16;2024-05;etvoc;2095.0;927.823;400.0
sirrosteste_UCS_AMV-16;2024-05;luminosidade;60.5;0.984;0.0
sirrosteste_UCS_AMV-16;2024-05;ruido;102.1;58.332;46.7
sirrosteste_UCS_AMV-16;2024-05;temperatura;28.3;17.707;12.6
sirrosteste_UCS_AMV-16;2024-05;umidade;82.9;71.151;57.6
sirrosteste_UCS_AMV-17;2024-05;eco2;;;
sirrosteste_UCS_AMV-17;2024-05;etvoc;;;
sirrosteste_UCS_AMV-17;2024-05;luminosidade;;;
sirrosteste_UCS_AMV-17;2024-05;ruido;;;
sirrosteste_UCS_AMV-17;2024-05;temperatura;;;
sirrosteste_UCS_AMV-17;2024-05;umidade;;;
sirrosteste_UCS_AMV-18;2024-05;eco2;20.0;20.0;20.0
sirrosteste_UCS_AMV-18;2024-05;etvoc;403.0;403.0;403.0
sirrosteste_UCS_AMV-18;2024-05;luminosidade;5409.4;453.44;1.2
sirrosteste_UCS_AMV-18;2024-05;ruido;120.0;83.009;51.9
sirrosteste_UCS_AMV-18;2024-05;temperatura;33.2;15.253;3.5
sirrosteste_UCS_AMV-18;2024-05;umidade;99.9;92.461;49.3
sirrosteste_UCS_AMV-19;2024-05;eco2;1195.0;306.657;0.0
sirrosteste_UCS_AMV-19;2024-05;etvoc;2226.0;1238.608;400.0
sirrosteste_UCS_AMV-19;2024-05;luminosidade;543.1;58.348;0.0
sirrosteste_UCS_AMV-19;2024-05;ruido;120.0;71.577;44.1
sirrosteste_UCS_AMV-19;2024-05;temperatura;19.5;19.5;19.0
sirrosteste_UCS_AMV-19;2024-05;umidade;89.9;89.797;87.2
sirrosteste_UCS_AMV-20;2024-05;eco2;415.0;40.122;0.0
sirrosteste_UCS_AMV-20;2024-05;etvoc;1771.0;660.808;400.0
sirrosteste_UCS_AMV-20;2024-05;luminosidade;270.9;2.14;0.0
sirrosteste_UCS_AMV-20;2024-05;ruido;104.5;57.09;43.5
sirrosteste_UCS_AMV-20;2024-05;temperatura;28.3;17.38;12.0
sirrosteste_UCS_AMV-20;2024-05;umidade;76.2;65.716;48.5
sirrosteste_UCS_AMV-21;2024-05;eco2;883.0;52.085;0.0
sirrosteste_UCS_AMV-21;2024-05;etvoc;2081.0;712.803;400.0
sirrosteste_UCS_AMV-21;2024-05;luminosidade;15.0;0.806;0.0
sirrosteste_UCS_AMV-21;2024-05;ruido;101.2;63.332;44.4
sirrosteste_UCS_AMV-21;2024-05;temperatura;28.3;17.603;12.5
sirrosteste_UCS_AMV-21;2024-05;umidade;79.9;68.338;55.6
sirrosteste_UCS_AMV-22;2024-05;eco2;1002.0;88.697;4.0
sirrosteste_UCS_AMV-22;2024-05;etvoc;2134.0;859.184;430.0
sirrosteste_UCS_AMV-22;2024-05;luminosidade;96.4;3.322;0.0
sirrosteste_UCS_AMV-22;2024-05;ruido;100.0;65.141;58.0
sirrosteste_UCS_AMV-22;2024-05;temperatura;28.3;18.567;15.2
sirrosteste_UCS_AMV-22;2024-05;umidade;82.1;65.335;56.5
sirrosteste_UCS_AMV-23;2024-05;eco2;1191.0;86.301;0.0
sirrosteste_UCS_AMV-23;2024-05;etvoc;2224.0;638.392;400.0
sirrosteste_UCS_AMV-23;2024-05;luminosidade;2430.1;238.077;0.0
sirrosteste_UCS_AMV-23;2024-05;ruido;113.6;78.91;45.8
sirrosteste_UCS_AMV-23;2024-05;temperatura;28.3;14.645;4.1
sirrosteste_UCS_AMV-23;2024-05;umidade;100.0;91.674;48.2
Bento - Igreja Cristo Rei (15);2024-06;eco2;;;
Bento - Igreja Cristo Rei (15);2024-06;etvoc;;;
Bento - Igreja Cristo Rei (15);2024-06;luminosidade;;;
Bento - Igreja Cristo Rei (15);2024-06;ruido;;;
Bento - Igreja Cristo Rei (15);2024-06;temperatura;;;
Bento - Igreja Cristo Rei (15);2024-06;umidade;;;
Bento - Igreja São Bento (18);2024-06;eco2;;;
Bento - Igreja São Bento (18);2024-06;etvoc;;;
Bento - Igreja São Bento (18);2024-06;luminosidade;;;
Bento - Igreja São Bento (18);2024-06;ruido;;;
Bento - Igreja São Bento (18);2024-06;temperatura;;;
Bento - Igreja São Bento (18);2024-06;umidade;;;
Bento - UPA Zona Sul (08);2024-06;eco2;;;
Bento - UPA Zona Sul (08);2024-06;etvoc;;;
Bento - UPA Zona Sul (08);2024-06;luminosidade;;;
Bento - UPA Zona Sul (08);2024-06;ruido;;;
Bento - UPA Zona Sul (08);2024-06;temperatura;;;
Bento - UPA Zona Sul (08);2024-06;umidade;;;
Canela - CIT (12);2024-06;eco2;;;
Canela - CIT (12);2024-06;etvoc;;;
Canela - CIT (12);2024-06;luminosidade;;;
Canela - CIT (12);2024-06;ruido;;;
Canela - CIT (12);2024-06;temperatura;;;
Canela - CIT (12);2024-06;umidade;;;
Canela - Distrito Industrial (14);2024-06;eco2;;;
Canela - Distrito Industrial (14);2024-06;etvoc;;;
Canela - Distrito Industrial (14);2024-06;luminosidade;;;
Canela - Distrito Industrial (14);2024-06;ruido;;;
Canela - Distrito Industrial (14);2024-06;temperatura;;;
Canela - Distrito Industrial (14);2024-06;umidade;;;
Caxias - Praça Dante (06);2024-06;eco2;;;
Caxias - Praça Dante (06);2024-06;etvoc;;;
Caxias - Praça Dante (06);2024-06;luminosidade;;;
Caxias - Praça Dante (06);2024-06;ruido;;;
Caxias - Praça Dante (06);2024-06;temperatura;;;
Caxias - Praça Dante (06);2024-06;umidade;;;
Caxias - UBS São José (05);2024-06;eco2;;;
Caxias - UBS São José (05);2024-06;etvoc;;;
Caxias - UBS São José (05);2024-06;luminosidade;;;
Caxias - UBS São José (05);2024-06;ruido;;;
Caxias - UBS São José (05);2024-06;temperatura;;;
Caxias - UBS São José (05);2024-06;umidade;;;
Gramado - Prefeitura (22);2024-06;eco2;;;
Gramado - Prefeitura (22);2024-06;etvoc;;;
Gramado - Prefeitura (22);2024-06;luminosidade;;;
Gramado - Prefeitura (22);2024-06;ruido;;;
Gramado - Prefeitura (22);2024-06;temperatura;;;
Gramado - Prefeitura (22);2024-06;umidade;;;
Sao Chico - Antiga Seplan (16);2024-06;eco2;;;
Sao Chico - Antiga Seplan (16);2024-06;etvoc;;;
Sao Chico - Antiga Seplan (16);2024-06;luminosidade;;;
Sao Chico - Antiga Seplan (16);2024-06;ruido;;;
Sao Chico - Antiga Seplan (16);2024-06;temperatura;;;
Sao Chico - Antiga Seplan (16);2024-06;umidade;;;
São Chico - Biblioteca Pública (20);2024-06;eco2;;;
São Chico - Biblioteca Pública (20);2024-06;etvoc;;;
São Chico - Biblioteca Pública (20);2024-06;luminosidade;;;
São Chico - Biblioteca Pública (20);2024-06;ruido;;;
São Chico - Biblioteca Pública (20);2024-06;temperatura;;;
São Chico - Biblioteca Pública (20);2024-06;umidade;;;
São Chico - Escola (21);2024-06;eco2;;;
São Chico - Escola (21);2024-06;etvoc;;;
São Chico - Escola (21);2024-06;luminosidade;;;
São Chico - Escola (21);2024-06;ruido;;;
São Chico - Escola (21);2024-06;temperatura;;;
São Chico - Escola (21);2024-06;umidade;;;
sirrosteste_UCS_AMV-01;2024-06;eco2;;;
sirrosteste_UCS_AMV-01;2024-06;etvoc;;;
sirrosteste_UCS_AMV-01;2024-06;luminosidade;;;
sirrosteste_UCS_AMV-01;2024-06;ruido;;;
sirrosteste_UCS_AMV-01;2024-06;temperatura;;;
sirrosteste_UCS_AMV-01;2024-06;umidade;;;
sirrosteste_UCS_AMV-04;2024-06;eco2;173.0;16.0;0.0
sirrosteste_UCS_AMV-04;2024-06;etvoc;1470.0;504.268;400.0
sirrosteste_UCS_AMV-04;2024-06;luminosidade;15.2;10.9;0.0
sirrosteste_UCS_AMV-04;2024-06;ruido;99.6;85.456;64.6
sirrosteste_UCS_AMV-04;2024-06;temperatura;19.5;17.885;16.5
sirrosteste_UCS_AMV-04;2024-06;umidade;80.0;59.883;51.1
sirrosteste_UCS_AMV-05;2024-06;eco2;289.0;4.492;0.0
sirrosteste_UCS_AMV-05;2024-06;etvoc;1644.0;433.411;400.0
sirrosteste_UCS_AMV-05;2024-06;luminosidade;2910.8;413.989;0.0
sirrosteste_UCS_AMV-05;2024-06;ruido;101.4;71.729;49.6
sirrosteste_UCS_AMV-05;2024-06;temperatura;60.0;15.94;0.0
sirrosteste_UCS_AMV-05;2024-06;umidade;93.6;72.133;35.8
sirrosteste_UCS_AMV-06;2024-06;eco2;;;
sirrosteste_UCS_AMV-06;2024-06;etvoc;;;
sirrosteste_UCS_AMV-06;2024-06;luminosidade;;;
sirrosteste_UCS_AMV-06;2024-06;ruido;;;
sirrosteste_UCS_AMV-06;2024-06;temperatura;;;
sirrosteste_UCS_AMV-06;2024-06;umidade;;;
sirrosteste_UCS_AMV-07;2024-06;eco2;594.0;60.784;0.0
sirrosteste_UCS_AMV-07;2024-06;etvoc;1905.0;763.681;400.0
sirrosteste_UCS_AMV-07;2024-06;luminosidade;1270.2;25.769;0.0
sirrosteste_UCS_AMV-07;2024-06;ruido;100.0;56.309;40.5
sirrosteste_UCS_AMV-07;2024-06;temperatura;24.6;17.897;12.5
sirrosteste_UCS_AMV-07;2024-06;umidade;77.6;67.631;55.9
sirrosteste_UCS_AMV-08;2024-06;eco2;371.0;19.544;0.0
sirrosteste_UCS_AMV-08;2024-06;etvoc;1735.0;405.572;400.0
sirrosteste_UCS_AMV-08;2024-06;luminosidade;8131.8;746.07;0.0
sirrosteste_UCS_AMV-08;2024-06;ruido;110.3;78.019;48.2
sirrosteste_UCS_AMV-08;2024-06;temperatura;3278.0;16.637;0.0
sirrosteste_UCS_AMV-08;2024-06;umidade;95.7;71.203;28.5
sirrosteste_UCS_AMV-09;2024-06;eco2;20.0;20.0;20.0
sirrosteste_UCS_AMV-09;2024-06;etvoc;403.0;403.0;403.0
sirrosteste_UCS_AMV-09;2024-06;luminosidade;8.8;0.557;0.0
sirrosteste_UCS_AMV-09;2024-06;ruido;120.0;85.321;46.6
sirrosteste_UCS_AMV-09;2024-06;temperatura;23.0;17.161;9.4
sirrosteste_UCS_AMV-09;2024-06;umidade;79.7;63.92;44.2
sirrosteste_UCS_AMV-10;2024-06;eco2;927.0;1.578;0.0
sirrosteste_UCS_AMV-10;2024-06;etvoc;2102.0;408.418;400.0
sirrosteste_UCS_AMV-10;2024-06;luminosidade;88.2;13.77;0.0
sirrosteste_UCS_AMV-10;2024-06;ruido;106.7;71.654;47.6
sirrosteste_UCS_AMV-10;2024-06;temperatura;13.0;7.959;0.8
sirrosteste_UCS_AMV-10;2024-06;umidade;97.4;71.756;38.4
sirrosteste_UCS_AMV-11;2024-06;eco2;20.0;20.0;20.0
sirrosteste_UCS_AMV-11;2024-06;etvoc;403.0;403.0;403.0
sirrosteste_UCS_AMV-11;2024-06;luminosidade;4689.4;523.087;0.0
sirrosteste_UCS_AMV-11;2024-06;ruido;114.6;72.777;49.6
sirrosteste_UCS_AMV-11;2024-06;temperatura;16.6;16.6;16.1
sirrosteste_UCS_AMV-11;2024-06;umidade;98.2;98.199;96.1
sirrosteste_UCS_AMV-12;2024-06;eco2;939.0;13.914;0.0
sirrosteste_UCS_AMV-12;2024-06;etvoc;2108.0;464.361;400.0
sirrosteste_UCS_AMV-12;2024-06;luminosidade;9259.8;114.261;0.0
sirrosteste_UCS_AMV-12;2024-06;ruido;120.0;75.058;46.0
sirrosteste_UCS_AMV-12;2024-06;temperatura;60.0;14.428;0.0
sirrosteste_UCS_AMV-12;2024-06;umidade;85.4;63.237;22.7
sirrosteste_UCS_AMV-13;2024-06;eco2;1165.0;53.943;0.0
sirrosteste_UCS_AMV-13;2024-06;etvoc;2212.0;715.236;400.0
sirrosteste_UCS_AMV-13;2024-06;luminosidade;549.9;33.736;0.0
sirrosteste_UCS_AMV-13;2024-06;ruido;108.6;56.815;39.5
sirrosteste_UCS_AMV-13;2024-06;temperatura;23.6;18.053;12.5
sirrosteste_UCS_AMV-13;2024-06;umidade;74.9;66.403;51.7
sirrosteste_UCS_AMV-14;2024-06;eco2;1187.0;139.82;0.0
sirrosteste_UCS_AMV-14;2024-06;etvoc;2221.0;961.348;400.0
sirrosteste_UCS_AMV-14;2024-06;luminosidade;7681.5;628.408;0.0
sirrosteste_UCS_AMV-14;2024-06;ruido;120.0;70.36;44.6
sirrosteste_UCS_AMV-14;2024-06;temperatura;29.7;13.06;0.7
sirrosteste_UCS_AMV-14;2024-06;umidade;83.2;58.43;12.2
sirrosteste_UCS_AMV-15;2024-06;eco2;;;
sirrosteste_UCS_AMV-15;2024-06;etvoc;;;
sirrosteste_UCS_AMV-15;2024-06;luminosidade;;;
sirrosteste_UCS_AMV-15;2024-06;ruido;;;
sirrosteste_UCS_AMV-15;2024-06;temperatura;;;
sirrosteste_UCS_AMV-15;2024-06;umidade;;;
sirrosteste_UCS_AMV-16;2024-06;eco2;1193.0;70.157;0.0
sirrosteste_UCS_AMV-16;2024-06;etvoc;2222.0;766.406;400.0
sirrosteste_UCS_AMV-16;2024-06;luminosidade;7427.1;144.794;0.0
sirrosteste_UCS_AMV-16;2024-06;ruido;110.5;64.098;48.0
sirrosteste_UCS_AMV-16;2024-06;temperatura;60.0;16.652;0.0
sirrosteste_UCS_AMV-16;2024-06;umidade;99.9;72.222;32.6
sirrosteste_UCS_AMV-17;2024-06;eco2;1184.0;76.275;0.0
sirrosteste_UCS_AMV-17;2024-06;etvoc;2219.0;653.368;400.0
sirrosteste_UCS_AMV-17;2024-06;luminosidade;13100.7;29.458;0.0
sirrosteste_UCS_AMV-17;2024-06;ruido;120.0;74.612;48.2
sirrosteste_UCS_AMV-17;2024-06;temperatura;60.0;12.941;0.0
sirrosteste_UCS_AMV-17;2024-06;umidade;86.3;62.368;36.9
sirrosteste_UCS_AMV-18;2024-06;eco2;20.0;20.0;20.0
sirrosteste_UCS_AMV-18;2024-06;etvoc;403.0;403.0;403.0
sirrosteste_UCS_AMV-18;2024-06;luminosidade;4213.0;412.87;0.7
sirrosteste_UCS_AMV-18;2024-06;ruido;120.0;83.402;53.6
sirrosteste_UCS_AMV-18;2024-06;temperatura;28.6;16.664;3.7
sirrosteste_UCS_AMV-18;2024-06;umidade;99.9;86.046;53.1
sirrosteste_UCS_AMV-19;2024-06;eco2;1183.0;106.717;0.0
sirrosteste_UCS_AMV-19;2024-06;etvoc;2220.0;808.85;400.0
sirrosteste_UCS_AMV-19;2024-06;luminosidade;379.9;74.669;0.0
sirrosteste_UCS_AMV-19;2024-06;ruido;110.5;67.186;44.7
sirrosteste_UCS_AMV-19;2024-06;temperatura;19.5;19.5;19.5
sirrosteste_UCS_AMV-19;2024-06;umidade;89.9;89.81;87.2
sirrosteste_UCS_AMV-20;2024-06;eco2;437.0;46.614;0.0
sirrosteste_UCS_AMV-20;2024-06;etvoc;1788.0;684.33;400.0
sirrosteste_UCS_AMV-20;2024-06;luminosidade;42.4;1.881;0.0
sirrosteste_UCS_AMV-20;2024-06;ruido;99.2;57.747;44.3
sirrosteste_UCS_AMV-20;2024-06;temperatura;28.3;18.208;13.1
sirrosteste_UCS_AMV-20;2024-06;umidade;72.5;64.18;52.5
sirrosteste_UCS_AMV-21;2024-06;eco2;1002.0;44.43;0.0
sirrosteste_UCS_AMV-21;2024-06;etvoc;2134.0;669.193;400.0
sirrosteste_UCS_AMV-21;2024-06;luminosidade;6.3;0.87;0.0
sirrosteste_UCS_AMV-21;2024-06;ruido;120.0;64.332;45.2
sirrosteste_UCS_AMV-21;2024-06;temperatura;28.3;18.217;13.9
sirrosteste_UCS_AMV-21;2024-06;umidade;81.6;67.603;54.5
sirrosteste_UCS_AMV-22;2024-06;eco2;1184.0;237.197;0.0
sirrosteste_UCS_AMV-22;2024-06;etvoc;2219.0;1137.925;400.0
sirrosteste_UCS_AMV-22;2024-06;luminosidade;30.7;3.242;0.0
sirrosteste_UCS_AMV-22;2024-06;ruido;102.1;68.051;59.1
sirrosteste_UCS_AMV-22;2024-06;temperatura;15.6;15.6;15.6
sirrosteste_UCS_AMV-22;2024-06;umidade;61.9;61.9;61.9
sirrosteste_UCS_AMV-23;2024-06;eco2;1193.0;47.782;0.0
sirrosteste_UCS_AMV-23;2024-06;etvoc;2224.0;513.123;400.0
sirrosteste_UCS_AMV-23;2024-06;luminosidade;1993.0;255.282;0.0
sirrosteste_UCS_AMV-23;2024-06;ruido;120.0;77.279;45.5
sirrosteste_UCS_AMV-23;2024-06;temperatura;60.0;14.799;0.1
sirrosteste_UCS_AMV-23;2024-06;umidade;100.0;82.672;36.5
Bento - Igreja Cristo Rei (15);2024-07;eco2;;;
Bento - Igreja Cristo Rei (15);2024-07;etvoc;;;
Bento - Igreja Cristo Rei (15);2024-07;luminosidade;;;
Bento - Igreja Cristo Rei (15);2024-07;ruido;;;
Bento - Igreja Cristo Rei (15);2024-07;temperatura;;;
Bento - Igreja Cristo Rei (15);2024-07;umidade;;;
Bento - Igreja São Bento (18);2024-07;eco2;;;
Bento - Igreja São Bento (18);2024-07;etvoc;;;
Bento - Igreja São Bento (18);2024-07;luminosidade;;;
Bento - Igreja São Bento (18);2024-07;ruido;;;
Bento - Igreja São Bento (18);2024-07;temperatura;;;
Bento - Igreja São Bento (18);2024-07;umidade;;;
Bento - UPA Zona Sul (08);2024-07;eco2;;;
Bento - UPA Zona Sul (08);2024-07;etvoc;;;
Bento - UPA Zona Sul (08);2024-07;luminosidade;;;
Bento - UPA Zona Sul (08);2024-07;ruido;;;
Bento - UPA Zona Sul (08);2024-07;temperatura;;;
Bento - UPA Zona Sul (08);2024-07;umidade;;;
Canela - CIT (12);2024-07;eco2;;;
Canela - CIT (12);2024-07;etvoc;;;
Canela - CIT (12);2024-07;luminosidade;;;
Canela - CIT (12);2024-07;ruido;;;
Canela - CIT (12);2024-07;temperatura;;;
Canela - CIT (12);2024-07;umidade;;;
Canela - Distrito Industrial (14);2024-07;eco2;;;
Canela - Distrito Industrial (14);2024-07;etvoc;;;
Canela - Distrito Industrial (14);2024-07;luminosidade;;;
Canela - Distrito Industrial (14);2024-07;ruido;;;
Canela - Distrito Industrial (14);2024-07;temperatura;;;
Canela - Distrito Industrial (14);2024-07;umidade;;;
Caxias - Praça Dante (06);2024-07;eco2;;;
Caxias - Praça Dante (06);2024-07;etvoc;;;
Caxias - Praça Dante (06);2024-07;luminosidade;;;
Caxias - Praça Dante (06);2024-07;ruido;;;
Caxias - Praça Dante (06);2024-07;temperatura;;;
Caxias - Praça Dante (06);2024-07;umidade;;;
Caxias - UBS São José (05);2024-07;eco2;;;
Caxias - UBS São José (05);2024-07;etvoc;;;
Caxias - UBS São José (05);2024-07;luminosidade;;;
Caxias - UBS São José (05);2024-07;ruido;;;
Caxias - UBS São José (05);2024-07;temperatura;;;
Caxias - UBS São José (05);2024-07;umidade;;;
Gramado - Prefeitura (22);2024-07;eco2;;;
Gramado - Prefeitura (22);2024-07;etvoc;;;
Gramado - Prefeitura (22);2024-07;luminosidade;;;
Gramado - Prefeitura (22);2024-07;ruido;;;
Gramado - Prefeitura (22);2024-07;temperatura;;;
Gramado - Prefeitura (22);2024-07;umidade;;;
Sao Chico - Antiga Seplan (16);2024-07;eco2;;;
Sao Chico - Antiga Seplan (16);2024-07;etvoc;;;
Sao Chico - Antiga Seplan (16);2024-07;luminosidade;;;
Sao Chico - Antiga Seplan (16);2024-07;ruido;;;
Sao Chico - Antiga Seplan (16);2024-07;temperatura;;;
Sao Chico - Antiga Seplan (16);2024-07;umidade;;;
São Chico - Biblioteca Pública (20);2024-07;eco2;;;
São Chico - Biblioteca Pública (20);2024-07;etvoc;;;
São Chico - Biblioteca Pública (20);2024-07;luminosidade;;;
São Chico - Biblioteca Pública (20);2024-07;ruido;;;
São Chico - Biblioteca Pública (20);2024-07;temperatura;;;
São Chico - Biblioteca Pública (20);2024-07;umidade;;;
São Chico - Escola (21);2024-07;eco2;;;
São Chico - Escola (21);2024-07;etvoc;;;
São Chico - Escola (21);2024-07;luminosidade;;;
São Chico - Escola (21);2024-07;ruido;;;
São Chico - Escola (21);2024-07;temperatura;;;
São Chico - Escola (21);2024-07;umidade;;;
sirrosteste_UCS_AMV-01;2024-07;eco2;;;
sirrosteste_UCS_AMV-01;2024-07;etvoc;;;
sirrosteste_UCS_AMV-01;2024-07;luminosidade;;;
sirrosteste_UCS_AMV-01;2024-07;ruido;;;
sirrosteste_UCS_AMV-01;2024-07;temperatura;;;
sirrosteste_UCS_AMV-01;2024-07;umidade;;;
sirrosteste_UCS_AMV-04;2024-07;eco2;;;
sirrosteste_UCS_AMV-04;2024-07;etvoc;;;
